participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,1,0.572496235,-0.10329634,1,0,0,9.1455,Basalt_10,2,10,3,8,9.145,2,10,-0.137209679,-0.248568542,1,0,0,11.124,Basalt_rect,2,11.124,1,0,0,0,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,2,-0.070588041,0.100269952,1,0,0,1.6645,Peridotite_05,7,05,4,4,1.665,7,05,0.380958943,-0.237464923,1,0,0,5.2778,Gabbro_rect,4,5.278,0,1,0,1,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,3,0.404091414,0.279778336,1,0,0,1.4789,Pegmatite_13,6,13,5,7,1.479,6,13,-0.145537374,-0.386438503,1,0,0,7.974,Pegmatite_rect,6,7.974,1,2,0,2,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,4,0.536409603,0.103045801,1,0,0,2.1569,Andesite_03,1,03,4,8,2.157,1,03,0.430925264,-0.261522849,1,0,0,5.9464,Gabbro_rect,4,5.946,0,3,0,3,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,5,-0.540641031,-0.270775852,1,0,0,3.5763,Gabbro_14,4,14,2,1,3.576,4,14,0.111696321,-0.253195154,1,0,0,6.4419,Diorite_rect,3,6.442,0,4,0,4,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,6,0.2662216,0.078988022,1,0,0,3.1132,Andesite_06,1,06,4,6,3.113,1,06,0.111696321,-0.267074622,1,0,0,6.2387,Diorite_rect,3,6.239,0,5,0,5,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,7,0.565093921,0.435228927,1,0,0,1.4381,Diorite_08,3,08,6,8,1.438,3,08,0.144081869,-0.245792692,1,0,0,7.8731,Diorite_rect,3,7.873,1,6,0,6,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,8,-0.537865071,0.103971109,1,0,0,3.166,Peridotite_10,7,10,4,1,3.166,7,10,0.087638469,-0.416973289,1,0,0,5.1915,Peridotite_rect,7,5.192,1,7,0,7,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,9,-0.06040973,0.40469398,1,0,0,1.3894,Pegmatite_16,6,16,6,4,1.389,6,16,-0.123330137,-0.417898743,1,0,0,2.4867,Pegmatite_rect,6,2.487,1,8,0,8,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,10,-0.372236174,0.096568684,1,0,0,2.2326,Basalt_08,2,08,4,2,2.233,2,08,-0.159416916,-0.25967216,1,0,0,1.2485,Basalt_rect,2,1.248,1,9,0,9,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,11,0.043224068,0.106747032,1,0,0,1.7295,Obsidian_10,5,10,4,5,1.73,5,10,-0.350954244,-0.382737199,1,0,0,1.2757,Obsidian_rect,5,1.276,1,10,0,10,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,12,-0.087243505,0.268674736,1,0,0,0.987,Pumice_10,8,10,5,4,0.987,8,10,0.409643113,-0.404944436,1,0,0,4.3354,Pumice_rect,8,4.335,1,11,0,11,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,13,0.077460158,0.234438572,1,0,0,1.9844,Pumice_05,8,05,5,5,1.984,8,05,0.3966891,-0.413272205,1,0,0,2.2728,Pumice_rect,8,2.273,1,12,0,12,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,14,-0.221412089,-0.119026497,1,0,0,5.4423,Andesite_05,1,05,3,3,5.442,4,11,-0.345402435,-0.26522408,1,0,0,1.3392,Andesite_rect,1,1.339,1,13,0,13,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,15,0.514202366,0.249243385,1,0,0,5.9042,Andesite_14,1,14,5,8,5.904,5,05,0.120024017,-0.269850471,1,0,0,6.3137,Diorite_rect,3,6.314,0,14,0,14,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,1,16,-0.371310866,-0.260597542,1,0,0,8.4622,Diorite_02,3,02,2,2,8.462,3,02,0.352274626,-0.241166227,1,0,0,2.8379,Gabbro_rect,4,2.838,0,15,0,15,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,1,,,,,,,,7,02,,,,,,,,,,,,,7,2.38,1,,,,,,0.093190315,-0.396616814,1,0,0,2.3797,Peridotite_rect,0,0,0,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,2,,,,,,,,8,03,,,,,,,,,,,,,8,1.824,1,,,,,,0.342096315,-0.40864574,1,0,0,1.8241,Pumice_rect,1,0,1,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,3,,,,,,,,3,07,,,,,,,,,,,,,6,1.856,0,,,,,,-0.125180752,-0.389214426,1,0,0,1.8564,Pegmatite_rect,2,0,2,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,4,,,,,,,,2,09,,,,,,,,,,,,,2,3.063,1,,,,,,-0.128882057,-0.246718,1,0,0,3.0633,Basalt_rect,3,0,3,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,5,,,,,,,,5,09,,,,,,,,,,,,,5,4.437,1,,,,,,-0.346327743,-0.399392737,1,0,0,4.4368,Obsidian_rect,4,0,4,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,6,,,,,,,,2,05,,,,,,,,,,,,,2,2.113,1,,,,,,-0.131657906,-0.263373465,1,0,0,2.1128,Basalt_rect,5,0,5,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,7,,,,,,,,8,02,,,,,,,,,,,,,8,2.097,1,,,,,,0.414269725,-0.396616814,1,0,0,2.0968,Pumice_rect,6,0,6,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,8,,,,,,,,4,09,,,,,,,,,,,,,4,5.617,1,,,,,,0.372631248,-0.238390231,1,0,0,5.6166,Gabbro_rect,7,0,7,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,9,,,,,,,,5,11,,,,,,,,,,,,,5,5.724,1,,,,,,-0.364833823,-0.404944436,1,0,0,5.7239,Obsidian_rect,8,0,8,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,10,,,,,,,,1,07,,,,,,,,,,,,,1,8.165,1,,,,,,-0.39999522,-0.251344538,1,0,0,8.1646,Andesite_rect,9,0,9,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,11,,,,,,,,6,06,,,,,,,,,,,,,3,6.023,0,,,,,,0.15055895,-0.261522849,1,0,0,6.0228,Diorite_rect,10,0,10,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,12,,,,,,,,6,12,,,,,,,,,,,,,1,5.177,0,,,,,,-0.374086789,-0.269850471,1,0,0,5.1773,Andesite_rect,11,0,11,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,13,,,,,,,,3,12,,,,,,,,,,,,,7,7.628,0,,,,,,0.052477071,-0.406795125,1,0,0,7.6283,Peridotite_rect,12,0,12,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,14,,,,,,,,1,01,,,,,,,,,,,,,4,5.979,0,,,,,,0.358751559,-0.258746853,1,0,0,5.979,Gabbro_rect,13,0,13,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,15,,,,,,,,7,14,,,,,,,,,,,,,7,3.645,1,,,,,,0.128351639,-0.407720433,1,0,0,3.6448,Peridotite_rect,14,0,14,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,1,2,16,,,,,,,,4,16,,,,,,,,,,,,,2,2.802,0,,,,,,-0.104824131,-0.243016843,1,0,0,2.8019,Basalt_rect,15,0,15,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,1,-0.554520499,0.102120494,1,0,0,2.4499,Peridotite_10,7,10,4,1,2.45,7,10,0.112621629,-0.387363811,1,0,0,1.5491,Peridotite_rect,7,1.549,1,0,0,0,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,2,0.261595135,-0.236539615,1,0,0,1.4888,Diorite_14,3,14,2,6,1.489,3,14,-0.160342297,-0.386438503,1,0,0,2.0003,Pegmatite_rect,6,2,0,1,0,1,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,3,0.241238367,-0.267074622,1,0,0,5.2447,Diorite_14,3,14,2,6,5.245,3,14,0.160737187,-0.264298772,1,0,0,1.2477,Diorite_rect,3,1.248,1,2,0,2,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,4,0.52160468,0.405619288,1,0,0,1.6938,Diorite_08,3,08,6,8,1.694,3,08,0.094115623,-0.258746853,1,0,0,5.2759,Diorite_rect,3,5.276,1,3,0,3,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,5,-0.390742254,-0.254120461,1,0,0,1.2342,Diorite_02,3,02,2,2,1.234,3,02,0.10706971,-0.248568542,1,0,0,2.8866,Diorite_rect,3,2.887,1,4,0,4,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,6,0.57064562,-0.229137301,1,0,0,1.6595,Gabbro_05,4,05,2,8,1.659,4,05,0.389286492,-0.256896311,1,0,0,3.7872,Gabbro_rect,4,3.787,1,5,0,5,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,7,0.564168392,0.247392788,1,0,0,4.7973,Andesite_14,1,14,5,8,4.797,1,14,-0.169595227,-0.385513048,1,0,0,2.1144,Pegmatite_rect,6,2.114,0,6,0,6,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,8,0.378183094,0.253869923,1,0,0,1.2127,Pegmatite_13,6,13,5,7,1.213,6,13,-0.11037605,-0.402168586,1,0,0,4.6829,Pegmatite_rect,6,4.683,1,7,0,7,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,9,0.370780632,0.407469885,1,0,0,1.2077,Gabbro_12,4,12,6,7,1.208,4,12,-0.1575663,-0.255971003,1,0,0,4.9618,Basalt_rect,2,4.962,0,8,0,8,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,10,0.544737299,-0.407720433,1,0,0,2.4223,Gabbro_08,4,08,1,8,2.422,4,08,-0.07891581,-0.263373465,1,0,0,4.0862,Basalt_rect,2,4.086,0,9,0,9,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,11,-0.248245791,0.091942183,1,0,0,3.3268,Andesite_16,1,16,4,3,3.327,1,16,-0.402771106,-0.237464923,1,0,0,3.3102,Andesite_rect,1,3.31,1,10,0,10,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,12,-0.220486781,-0.106997497,1,0,0,1.2229,Andesite_05,1,05,3,3,1.223,1,05,-0.346327743,-0.232838532,1,0,0,2.1733,Andesite_rect,1,2.173,1,11,0,11,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,13,0.098742087,-0.247643234,1,0,0,2.115,Pegmatite_09,6,09,2,5,2.115,6,09,0.088563777,-0.398467429,1,0,0,4.2704,Peridotite_rect,7,4.27,0,12,0,12,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,14,-0.244544707,0.263122945,1,0,0,2.2138,Pegmatite_07,6,07,5,3,2.214,6,07,-0.185325384,-0.414197439,1,0,0,3.3029,Pegmatite_rect,6,3.303,1,13,0,13,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,15,-0.539715686,-0.106997497,1,0,0,1.2472,Basalt_11,2,11,3,1,1.247,2,11,0.35319986,-0.40586967,1,0,0,5.1391,Pumice_rect,8,5.139,0,14,0,14,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,1,16,0.402240946,0.213156643,1,0,0,2.104,Pegmatite_13,6,13,5,7,2.104,6,13,-0.130732672,-0.409571048,1,0,0,2.1365,Pegmatite_rect,6,2.137,1,15,0,15,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,1,,,,,,,,4,15,,,,,,,,,,,,,4,7.207,1,,,,,,0.395763719,-0.23376384,1,0,0,7.2072,Gabbro_rect,0,0,0,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,2,,,,,,,,3,09,,,,,,,,,,,,,3,3.514,1,,,,,,0.094115623,-0.235614381,1,0,0,3.5142,Diorite_rect,1,0,1,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,3,,,,,,,,6,08,,,,,,,,,,,,,6,4.672,1,,,,,,-0.130732672,-0.401243279,1,0,0,4.6721,Pegmatite_rect,2,0,2,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,4,,,,,,,,6,03,,,,,,,,,,,,,6,6.291,1,,,,,,-0.074289198,-0.39291551,1,0,0,6.2911,Pegmatite_rect,3,0,3,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,5,,,,,,,,4,13,,,,,,,,,,,,,4,4.445,1,,,,,,0.383734793,-0.239315612,1,0,0,4.4454,Gabbro_rect,4,0,4,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,6,,,,,,,,5,06,,,,,,,,,,,,,5,2.314,1,,,,,,-0.325971121,-0.391064968,1,0,0,2.314,Obsidian_rect,5,0,5,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,7,,,,,,,,2,16,,,,,,,,,,,,,2,2.337,1,,,,,,-0.115927749,-0.258746853,1,0,0,2.3375,Basalt_rect,6,0,6,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,8,,,,,,,,8,09,,,,,,,,,,,,,8,2.342,1,,,,,,0.39021202,-0.404944436,1,0,0,2.3422,Pumice_rect,7,0,7,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,9,,,,,,,,7,08,,,,,,,,,,,,,7,1.536,1,,,,,,0.148708261,-0.390139734,1,0,0,1.5365,Peridotite_rect,8,0,8,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,10,,,,,,,,8,15,,,,,,,,,,,,,8,2.037,1,,,,,,0.402240946,-0.382737199,1,0,0,2.037,Pumice_rect,9,0,9,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,11,,,,,,,,3,13,,,,,,,,,,,,,3,4.386,1,,,,,,0.137604642,-0.261522849,1,0,0,4.3856,Diorite_rect,10,0,10,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,12,,,,,,,,1,11,,,,,,,,,,,,,1,2.594,1,,,,,,-0.34725305,-0.258746853,1,0,0,2.5939,Andesite_rect,11,0,11,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,13,,,,,,,,5,04,,,,,,,,,,,,,1,0.27,0,,,,,,-0.34725305,-0.258746853,1,0,0,0.2704,Andesite_rect,12,0,12,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,14,,,,,,,,1,04,,,,,,,,,,,,,1,2.746,1,,,,,,-0.34725305,-0.258746853,1,0,0,2.7464,Andesite_rect,13,0,13,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,15,,,,,,,,7,07,,,,,,,,,,,,,7,3.479,1,,,,,,0.179243193,-0.39291551,1,0,0,3.4793,Peridotite_rect,14,0,14,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,2,2,16,,,,,,,,2,02,,,,,,,,,,,,,2,3.209,1,,,,,,-0.145537374,-0.24024092,1,0,0,3.2092,Basalt_rect,15,0,15,0,1
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,1,0.412419257,-0.242091535,1,0,0,1.4479,Pegmatite_15,6,15,2,7,1.448,6,15,-0.162192912,-0.393840817,1,0,0,1.8105,Pegmatite_rect,6,1.811,1,0,0,0,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,2,-0.379638635,0.382486752,1,0,0,2.9525,Obsidian_16,5,16,6,2,2.952,5,16,-0.382414485,-0.39291551,1,0,0,1.2679,Obsidian_rect,5,1.268,1,1,0,1,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,3,0.40594203,-0.425301058,1,0,0,1.4777,Basalt_06,2,06,1,7,1.478,2,06,-0.107600201,-0.237464923,1,0,0,1.2553,Basalt_rect,2,1.255,1,2,0,2,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,4,0.537334543,0.251094018,1,0,0,1.4622,Andesite_14,1,14,5,8,1.462,1,14,-0.065961649,-0.39291551,1,0,0,6.7509,Pegmatite_rect,6,6.751,0,3,0,3,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,5,0.585450542,-0.263373465,1,0,0,1.4926,Gabbro_05,4,05,2,8,1.493,4,05,0.417045722,-0.262448157,1,0,0,1.8059,Gabbro_rect,4,1.806,1,4,0,4,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,6,-0.537865071,0.379710848,1,0,0,3.2033,Obsidian_02,5,02,6,1,3.203,5,02,-0.366684364,-0.381811965,1,0,0,1.2852,Obsidian_rect,5,1.285,1,5,0,5,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,7,0.210703434,-0.24024092,1,0,0,2.1616,Diorite_14,3,14,2,6,2.162,3,14,0.111696321,-0.236539615,1,0,0,3.2984,Diorite_rect,3,3.298,1,6,0,6,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,8,0.571571001,-0.252269846,1,0,0,4.5456,Gabbro_05,4,05,2,8,4.546,4,05,0.389286492,-0.241166227,1,0,0,1.5096,Gabbro_rect,4,1.51,1,7,0,7,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,9,-0.241768711,-0.361455269,1,0,0,1.2206,Diorite_16,3,16,1,3,1.221,3,16,0.124650555,-0.252269846,1,0,0,1.0441,Diorite_rect,3,1.044,1,8,0,8,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,10,-0.568400004,0.126178383,1,0,0,1.2197,Peridotite_10,7,10,4,1,1.22,7,10,0.09504093,-0.416973289,1,0,0,3.0713,Peridotite_rect,7,3.071,1,9,0,9,0,1,,,,,,,,,,,,
5c61a77464fd2100010e09f7,SCR,2024-06-10_15h13.18.054,LearnStrategy,2023.2.3,Win32,5.458515284,3,1,11,0.072833693,0.28718076,1,0,0,1.2071,Pumice_05,8,05,5,5,1.207,8,05,0.345797546,-0.380886657,1,0,0,6.1723,Pumice_rect,8,6.172,1,10,0,10,0,1,,,,,,,,,,,,
