"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num","rt_ref","rt_paired","ref_cat_num","paired_cat_num","ref_cat","paired_cat","text_Pumice","text_Diorite","time_obs","time_resp","text_Peridotite","text_Andesite","text_Gabbro","text_Obsidian"
"","","","","","","","","","","","html-keyboard-response","84","2.0.0","135756","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","39","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","85","2.0.0","136782","5ba855d47c0ebe0001272f70","4","5","1024","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","4","class_response","0","test","40","Obsidian","Diorite","12","false","5","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","86","2.0.0","137294","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","40","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","87","2.0.0","138425","5ba855d47c0ebe0001272f70","4","5","1128","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","0","class_response","0","test","41","Andesite","Andesite","03","true","1","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","88","2.0.0","138941","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","41","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","89","2.0.0","140230","5ba855d47c0ebe0001272f70","4","5","1286","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","6","class_response","0","test","42","Peridotite","Pumice","02","false","7","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","90","2.0.0","140740","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","42","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","91","2.0.0","141763","5ba855d47c0ebe0001272f70","4","5","1021","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","43","Diorite","Pumice","10","false","3","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","92","2.0.0","142273","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","43","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","93","2.0.0","143117","5ba855d47c0ebe0001272f70","4","5","843","","","","","","","","","<img src= ""rock_img/I_Gabbro_08.jpg"" style=""width:8cm; height:5.15cm;""><p>What type of rock is this?</p>","5","class_response","0","test","44","Pegmatite","Gabbro","08","false","6","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","94","2.0.0","143621","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","44","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","95","2.0.0","144656","5ba855d47c0ebe0001272f70","4","5","1032","","","","","","","","","<img src= ""rock_img/I_Pegmatite_07.jpg"" style=""width:8cm; height:6.7cm;""><p>What type of rock is this?</p>","3","class_response","0","test","45","Gabbro","Pegmatite","07","false","4","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","96","2.0.0","145173","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","45","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","97","2.0.0","146584","5ba855d47c0ebe0001272f70","4","5","1409","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","2","class_response","0","test","46","Diorite","Gabbro","03","false","3","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","98","2.0.0","147089","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","46","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","99","2.0.0","148137","5ba855d47c0ebe0001272f70","4","5","1046","","","","","","","","","<img src= ""rock_img/I_Diorite_16.jpg"" style=""width:8cm; height:6.74cm;""><p>What type of rock is this?</p>","6","class_response","0","test","47","Peridotite","Diorite","16","false","7","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","100","2.0.0","148643","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","47","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","101","2.0.0","149821","5ba855d47c0ebe0001272f70","4","5","1177","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","4","class_response","0","test","48","Obsidian","Pegmatite","12","false","5","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","102","2.0.0","150332","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","48","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","103","2.0.0","166401","5ba855d47c0ebe0001272f70","4","5","15975","","","","","","","","[{""page_index"":0,""viewing_time"":12991},{""page_index"":1,""viewing_time"":2984}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","104","2.0.0","167864","5ba855d47c0ebe0001272f70","4","5","1463","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","106","2.0.0","169559","5ba855d47c0ebe0001272f70","4","5","1691","","","","","","","","","<img src= ""rock_img/I_Basalt_10.jpg"" style=""width:8cm; height:5.85cm;""><p>What type of rock is this?</p>","1","class_response","1","train","1","Basalt","Basalt","10","true","2","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","107","2.0.0","171329","5ba855d47c0ebe0001272f70","4","5","1768","","","","","","","","","<img src= rock_img/I_Basalt_10.jpg style=""width:8cm; height:5.85cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is basalt</strong></p>","0","corr_feedback","1","train","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","108","2.0.0","172975","5ba855d47c0ebe0001272f70","4","5","1643","","","","","","","","","<img src= ""rock_img/I_Pegmatite_06.jpg"" style=""width:8cm; height:5.17cm;""><p>What type of rock is this?</p>","6","class_response","1","train","2","Peridotite","Pegmatite","06","false","7","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","109","2.0.0","176431","5ba855d47c0ebe0001272f70","4","5","3454","","","","","","","","","<img src= rock_img/I_Pegmatite_06.jpg style=""width:8cm; height:5.17cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","2","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","110","2.0.0","179583","5ba855d47c0ebe0001272f70","4","5","3150","","","","","","","","","<img src= ""rock_img/I_Diorite_06.jpg"" style=""width:8cm; height:6.03cm;""><p>What type of rock is this?</p>","5","class_response","1","train","3","Pegmatite","Diorite","06","false","6","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","111","2.0.0","181747","5ba855d47c0ebe0001272f70","4","5","2162","","","","","","","","","<img src= rock_img/I_Diorite_06.jpg style=""width:8cm; height:6.03cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","3","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","112","2.0.0","183127","5ba855d47c0ebe0001272f70","4","5","1378","","","","","","","","","<img src= ""rock_img/I_Gabbro_09.jpg"" style=""width:8cm; height:7.279999999999999cm;""><p>What type of rock is this?</p>","1","class_response","1","train","4","Basalt","Gabbro","09","false","2","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","113","2.0.0","185473","5ba855d47c0ebe0001272f70","4","5","2343","","","","","","","","","<img src= rock_img/I_Gabbro_09.jpg style=""width:8cm; height:7.279999999999999cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","4","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","114","2.0.0","187405","5ba855d47c0ebe0001272f70","4","5","1931","","","","","","","","","<img src= ""rock_img/I_Andesite_16.jpg"" style=""width:8cm; height:6.010000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","train","5","Pumice","Andesite","16","false","8","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","115","2.0.0","189377","5ba855d47c0ebe0001272f70","4","5","1969","","","","","","","","","<img src= rock_img/I_Andesite_16.jpg style=""width:8cm; height:6.010000000000001cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is andesite</strong></p>","0","corr_feedback","1","train","5","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","116","2.0.0","191823","5ba855d47c0ebe0001272f70","4","5","2445","","","","","","","","","<img src= ""rock_img/I_Diorite_08.jpg"" style=""width:8cm; height:6.37cm;""><p>What type of rock is this?</p>","0","class_response","1","train","6","Andesite","Diorite","08","false","1","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","117","2.0.0","193513","5ba855d47c0ebe0001272f70","4","5","1688","","","","","","","","","<img src= rock_img/I_Diorite_08.jpg style=""width:8cm; height:6.37cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is diorite</strong></p>","0","corr_feedback","1","train","6","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","118","2.0.0","197570","5ba855d47c0ebe0001272f70","4","5","4055","","","","","","","","","<img src= ""rock_img/I_Gabbro_13.jpg"" style=""width:8cm; height:5.08cm;""><p>What type of rock is this?</p>","6","class_response","1","train","7","Peridotite","Gabbro","13","false","7","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","119","2.0.0","198911","5ba855d47c0ebe0001272f70","4","5","1337","","","","","","","","","<img src= rock_img/I_Gabbro_13.jpg style=""width:8cm; height:5.08cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is gabbro</strong></p>","0","corr_feedback","1","train","7","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","120","2.0.0","200233","5ba855d47c0ebe0001272f70","4","5","1321","","","","","","","","","<img src= ""rock_img/I_Obsidian_08.jpg"" style=""width:8cm; height:7.39cm;""><p>What type of rock is this?</p>","1","class_response","1","train","8","Basalt","Obsidian","08","false","2","5","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","121","2.0.0","201404","5ba855d47c0ebe0001272f70","4","5","1168","","","","","","","","","<img src= rock_img/I_Obsidian_08.jpg style=""width:8cm; height:7.39cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is obsidian</strong></p>","0","corr_feedback","1","train","8","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","122","2.0.0","205720","5ba855d47c0ebe0001272f70","4","5","4314","","","","","","","","","<img src= ""rock_img/I_Pegmatite_13.jpg"" style=""width:8cm; height:4.95cm;""><p>What type of rock is this?</p>","7","class_response","1","train","9","Pumice","Pegmatite","13","false","8","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","123","2.0.0","207243","5ba855d47c0ebe0001272f70","4","5","1521","","","","","","","","","<img src= rock_img/I_Pegmatite_13.jpg style=""width:8cm; height:4.95cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pegmatite</strong></p>","0","corr_feedback","1","train","9","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","124","2.0.0","208988","5ba855d47c0ebe0001272f70","4","5","1743","","","","","","","","","<img src= ""rock_img/I_Pumice_03.jpg"" style=""width:8cm; height:6.64cm;""><p>What type of rock is this?</p>","5","class_response","1","train","10","Pegmatite","Pumice","03","false","6","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","125","2.0.0","210573","5ba855d47c0ebe0001272f70","4","5","1582","","","","","","","","","<img src= rock_img/I_Pumice_03.jpg style=""width:8cm; height:6.64cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","10","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","126","2.0.0","212057","5ba855d47c0ebe0001272f70","4","5","1480","","","","","","","","","<img src= ""rock_img/I_Pumice_16.jpg"" style=""width:8cm; height:6.79cm;""><p>What type of rock is this?</p>","7","class_response","1","train","11","Pumice","Pumice","16","true","8","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","127","2.0.0","213064","5ba855d47c0ebe0001272f70","4","5","1005","","","","","","","","","<img src= rock_img/I_Pumice_16.jpg style=""width:8cm; height:6.79cm;""><p style='font-size: 30px; color: green;'><strong>Correct!</strong></p><p style='font-size: 30px;'><strong>This rock is pumice</strong></p>","0","corr_feedback","1","train","11","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","128","2.0.0","215944","5ba855d47c0ebe0001272f70","4","5","2878","","","","","","","","","<img src= ""rock_img/I_Peridotite_13.jpg"" style=""width:8cm; height:7.58cm;""><p>What type of rock is this?</p>","0","class_response","1","train","12","Andesite","Peridotite","13","false","1","7","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","129","2.0.0","217535","5ba855d47c0ebe0001272f70","4","5","1589","","","","","","","","","<img src= rock_img/I_Peridotite_13.jpg style=""width:8cm; height:7.58cm;""><p style='font-size: 30px; color: red;'><strong>Incorrect!</strong></p><p style='font-size: 30px;'><strong>This rock is peridotite</strong></p>","0","corr_feedback","1","train","12","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","130","2.0.0","238486","5ba855d47c0ebe0001272f70","4","5","20949","","","","","","","","[{""page_index"":0,""viewing_time"":7867},{""page_index"":1,""viewing_time"":4974},{""page_index"":2,""viewing_time"":5768},{""page_index"":3,""viewing_time"":2340}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","131","2.0.0","239540","5ba855d47c0ebe0001272f70","4","5","1053","","","","","","","","","","0","start_train","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","132","2.0.0","243136","5ba855d47c0ebe0001272f70","4","5","","","","","","","","","","","","cat_selection","1","train","1","","","","","","","2728","865","8","3","","","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","133","1.0.0","372233","5ba855d47c0ebe0001272f70","4","5","","","","","","","","","","","","paired_cat_display","1","train","1","","","","","","","","","","","","","solid color, porous","mixed colors, non-porous","5905","123187","","","",""
"","","","","","","","","","","","html-button-response","134","2.0.0","378734","5ba855d47c0ebe0001272f70","4","5","","","","","","","","","","","","cat_selection","1","train","2","","","","","","","5711","787","7","1","Pumice","Diorite","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","135","1.0.0","507245","5ba855d47c0ebe0001272f70","4","5","","","","","","","","","","","","paired_cat_display","1","train","2","","","","","","","","","","","","","","","6682","121825","colorful, mold or vegetation present","mosaic like, white or dark grayish","",""
"","","","","","","","","","","","html-button-response","136","2.0.0","513590","5ba855d47c0ebe0001272f70","4","5","","","","","","","","","","","","cat_selection","1","train","3","","","","","","","5529","813","4","5","Peridotite","Andesite","","","","","","","",""
"","","","","","","","","","","","paired-cat-display","137","1.0.0","650409","5ba855d47c0ebe0001272f70","4","5","","","","","","","","","","","","paired_cat_display","1","train","3","","","","","","","","","","","","","","","6416","130397","","","dark grayish, common rock","non porous, dark, shiny"
"","","","","","","","","","","","instructions","138","2.0.0","670913","5ba855d47c0ebe0001272f70","4","5","20502","","","","","","","","[{""page_index"":0,""viewing_time"":6924},{""page_index"":1,""viewing_time"":13578}]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","139","2.0.0","672924","5ba855d47c0ebe0001272f70","4","5","2011","","","","","","","","","","0","start_test","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","140","2.0.0","679621","5ba855d47c0ebe0001272f70","4","5","6694","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","5","class_response","1","test","1","Pegmatite","Diorite","09","false","6","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","141","2.0.0","680133","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","1","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","142","2.0.0","684838","5ba855d47c0ebe0001272f70","4","5","4702","","","","","","","","","<img src= ""rock_img/I_Diorite_15.jpg"" style=""width:8cm; height:5.54cm;""><p>What type of rock is this?</p>","3","class_response","1","test","2","Gabbro","Diorite","15","false","4","3","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","143","2.0.0","685347","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","2","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","144","2.0.0","687122","5ba855d47c0ebe0001272f70","4","5","1772","","","","","","","","","<img src= ""rock_img/I_Pegmatite_11.jpg"" style=""width:8cm; height:8.14cm;""><p>What type of rock is this?</p>","4","class_response","1","test","3","Obsidian","Pegmatite","11","false","5","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","145","2.0.0","687633","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","3","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","146","2.0.0","691099","5ba855d47c0ebe0001272f70","4","5","3463","","","","","","","","","<img src= ""rock_img/I_Pumice_09.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","7","class_response","1","test","4","Pumice","Pumice","09","true","8","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","147","2.0.0","691601","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","4","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","148","2.0.0","693628","5ba855d47c0ebe0001272f70","4","5","2025","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","7","class_response","1","test","5","Pumice","Pumice","13","true","8","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","149","2.0.0","694133","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","5","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","150","2.0.0","695715","5ba855d47c0ebe0001272f70","4","5","1580","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","0","class_response","1","test","6","Andesite","Peridotite","16","false","1","7","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","151","2.0.0","696222","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","6","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","152","2.0.0","708711","5ba855d47c0ebe0001272f70","4","5","12485","","","","","","","","","<img src= ""rock_img/I_Pumice_06.jpg"" style=""width:8cm; height:6.9399999999999995cm;""><p>What type of rock is this?</p>","7","class_response","1","test","7","Pumice","Pumice","06","true","8","8","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","153","2.0.0","709213","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","7","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","154","2.0.0","721027","5ba855d47c0ebe0001272f70","4","5","11812","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","1","class_response","1","test","8","Basalt","Pegmatite","12","false","2","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","155","2.0.0","721539","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","8","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","156","2.0.0","734803","5ba855d47c0ebe0001272f70","4","5","13262","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","2","class_response","1","test","9","Diorite","Andesite","11","false","3","1","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","157","2.0.0","735311","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","9","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","158","2.0.0","745104","5ba855d47c0ebe0001272f70","4","5","9789","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","6","class_response","1","test","10","Peridotite","Basalt","02","false","7","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","159","2.0.0","745620","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","10","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","160","2.0.0","748643","5ba855d47c0ebe0001272f70","4","5","3021","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","3","class_response","1","test","11","Gabbro","Basalt","11","false","4","2","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","161","2.0.0","749148","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","11","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","162","2.0.0","758740","5ba855d47c0ebe0001272f70","4","5","9590","","","","","","","","","<img src= ""rock_img/I_Pegmatite_09.jpg"" style=""width:8cm; height:4.03cm;""><p>What type of rock is this?</p>","5","class_response","1","test","12","Pegmatite","Pegmatite","09","true","6","6","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","163","2.0.0","759251","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","12","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","164","2.0.0","768304","5ba855d47c0ebe0001272f70","4","5","9049","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","6","class_response","1","test","13","Peridotite","Gabbro","01","false","7","4","","","","","","","","","","","","","",""
"","","","","","","","","","","","html-keyboard-response","165","2.0.0","768822","5ba855d47c0ebe0001272f70","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","1","test","13","","","","","","","","","","","","","","","","","","","",""
