"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","plugin_version","time_elapsed","subjID","condition","stimID","rt","url","success","value","timeout","failed_images","failed_audio","failed_video","view_history","stimulus","response","trialType","cycle","phase","trial","resp","cat","token","corr","resp_num","cat_num"
"1600","773","true","chrome","130.0.0","false","Windows 10","true","58.69","true","true","browser-check","0","2.0.0","1151","64dbb43e8bfa212e6da507e5","4","5","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","external-html","1","2.0.0","216144","64dbb43e8bfa212e6da507e5","4","5","214893","consent_form.html","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","fullscreen","2","2.0.0","369471","64dbb43e8bfa212e6da507e5","4","5","152284","","true","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","call-function","3","2.0.0","369476","64dbb43e8bfa212e6da507e5","4","5","","","","{}","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","preload","4","2.0.0","372549","64dbb43e8bfa212e6da507e5","4","5","","","true","","false","[]","[]","[]","","","","","","","","","","","","",""
"","","","","","","","","","","","instructions","5","2.0.0","1846179","64dbb43e8bfa212e6da507e5","4","5","1473622","","","","","","","","[{""page_index"":0,""viewing_time"":792223},{""page_index"":1,""viewing_time"":443555},{""page_index"":2,""viewing_time"":237844}]","","","","","","","","","","","",""
"","","","","","","","","","","","html-button-response","6","2.0.0","1857755","64dbb43e8bfa212e6da507e5","4","5","11566","","","","","","","","","","0","start_test","","","","","","","","",""
"","","","","","","","","","","","html-button-response","7","2.0.0","1869156","64dbb43e8bfa212e6da507e5","4","5","11391","","","","","","","","","<img src= ""rock_img/I_Andesite_11.jpg"" style=""width:8cm; height:4.92cm;""><p>What type of rock is this?</p>","1","class_response","0","test","1","Basalt","Andesite","11","false","2","1"
"","","","","","","","","","","","html-keyboard-response","8","2.0.0","1869673","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","1","","","","","",""
"","","","","","","","","","","","html-button-response","9","2.0.0","1882379","64dbb43e8bfa212e6da507e5","4","5","12696","","","","","","","","","<img src= ""rock_img/I_Gabbro_16.jpg"" style=""width:8cm; height:6.44cm;""><p>What type of rock is this?</p>","4","class_response","0","test","2","Obsidian","Gabbro","16","false","5","4"
"","","","","","","","","","","","html-keyboard-response","10","2.0.0","1882885","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","2","","","","","",""
"","","","","","","","","","","","html-button-response","11","2.0.0","1892087","64dbb43e8bfa212e6da507e5","4","5","9195","","","","","","","","","<img src= ""rock_img/I_Peridotite_10.jpg"" style=""width:8cm; height:5.390000000000001cm;""><p>What type of rock is this?</p>","6","class_response","0","test","3","Peridotite","Peridotite","10","true","7","7"
"","","","","","","","","","","","html-keyboard-response","12","2.0.0","1892597","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","3","","","","","",""
"","","","","","","","","","","","html-button-response","13","2.0.0","1897477","64dbb43e8bfa212e6da507e5","4","5","4871","","","","","","","","","<img src= ""rock_img/I_Peridotite_16.jpg"" style=""width:8cm; height:6.989999999999999cm;""><p>What type of rock is this?</p>","2","class_response","0","test","4","Diorite","Peridotite","16","false","3","7"
"","","","","","","","","","","","html-keyboard-response","14","2.0.0","1897982","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","4","","","","","",""
"","","","","","","","","","","","html-button-response","15","2.0.0","1914327","64dbb43e8bfa212e6da507e5","4","5","16338","","","","","","","","","<img src= ""rock_img/I_Peridotite_06.jpg"" style=""width:8cm; height:7.53cm;""><p>What type of rock is this?</p>","1","class_response","0","test","5","Basalt","Peridotite","06","false","2","7"
"","","","","","","","","","","","html-keyboard-response","16","2.0.0","1914834","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","5","","","","","",""
"","","","","","","","","","","","html-button-response","17","2.0.0","1920620","64dbb43e8bfa212e6da507e5","4","5","5777","","","","","","","","","<img src= ""rock_img/I_Obsidian_07.jpg"" style=""width:8cm; height:4.76cm;""><p>What type of rock is this?</p>","0","class_response","0","test","6","Andesite","Obsidian","07","false","1","5"
"","","","","","","","","","","","html-keyboard-response","18","2.0.0","1921127","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","6","","","","","",""
"","","","","","","","","","","","html-button-response","19","2.0.0","1941518","64dbb43e8bfa212e6da507e5","4","5","20381","","","","","","","","","<img src= ""rock_img/I_Basalt_11.jpg"" style=""width:8cm; height:5.359999999999999cm;""><p>What type of rock is this?</p>","6","class_response","0","test","7","Peridotite","Basalt","11","false","7","2"
"","","","","","","","","","","","html-keyboard-response","20","2.0.0","1942024","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","7","","","","","",""
"","","","","","","","","","","","html-button-response","21","2.0.0","1946982","64dbb43e8bfa212e6da507e5","4","5","4949","","","","","","","","","<img src= ""rock_img/I_Andesite_09.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","1","class_response","0","test","8","Basalt","Andesite","09","false","2","1"
"","","","","","","","","","","","html-keyboard-response","22","2.0.0","1947488","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","8","","","","","",""
"","","","","","","","","","","","html-button-response","23","2.0.0","1952031","64dbb43e8bfa212e6da507e5","4","5","4534","","","","","","","","","<img src= ""rock_img/I_Basalt_01.jpg"" style=""width:8cm; height:7.880000000000001cm;""><p>What type of rock is this?</p>","4","class_response","0","test","9","Obsidian","Basalt","01","false","5","2"
"","","","","","","","","","","","html-keyboard-response","24","2.0.0","1952539","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","9","","","","","",""
"","","","","","","","","","","","html-button-response","25","2.0.0","1958499","64dbb43e8bfa212e6da507e5","4","5","5953","","","","","","","","","<img src= ""rock_img/I_Andesite_01.jpg"" style=""width:8cm; height:5.87cm;""><p>What type of rock is this?</p>","4","class_response","0","test","10","Obsidian","Andesite","01","false","5","1"
"","","","","","","","","","","","html-keyboard-response","26","2.0.0","1959006","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","10","","","","","",""
"","","","","","","","","","","","html-button-response","27","2.0.0","1963506","64dbb43e8bfa212e6da507e5","4","5","4491","","","","","","","","","<img src= ""rock_img/I_Pumice_02.jpg"" style=""width:8cm; height:7.3999999999999995cm;""><p>What type of rock is this?</p>","7","class_response","0","test","11","Pumice","Pumice","02","true","8","8"
"","","","","","","","","","","","html-keyboard-response","28","2.0.0","1964035","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","11","","","","","",""
"","","","","","","","","","","","html-button-response","29","2.0.0","1976963","64dbb43e8bfa212e6da507e5","4","5","12921","","","","","","","","","<img src= ""rock_img/I_Obsidian_11.jpg"" style=""width:8cm; height:6.05cm;""><p>What type of rock is this?</p>","5","class_response","0","test","12","Pegmatite","Obsidian","11","false","6","5"
"","","","","","","","","","","","html-keyboard-response","30","2.0.0","1977480","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","12","","","","","",""
"","","","","","","","","","","","html-button-response","31","2.0.0","1989912","64dbb43e8bfa212e6da507e5","4","5","12426","","","","","","","","","<img src= ""rock_img/I_Pegmatite_12.jpg"" style=""width:8cm; height:5.7cm;""><p>What type of rock is this?</p>","0","class_response","0","test","13","Andesite","Pegmatite","12","false","1","6"
"","","","","","","","","","","","html-keyboard-response","32","2.0.0","1990416","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","13","","","","","",""
"","","","","","","","","","","","html-button-response","33","2.0.0","2004542","64dbb43e8bfa212e6da507e5","4","5","14119","","","","","","","","","<img src= ""rock_img/I_Pumice_13.jpg"" style=""width:8cm; height:8.200000000000001cm;""><p>What type of rock is this?</p>","5","class_response","0","test","14","Pegmatite","Pumice","13","false","6","8"
"","","","","","","","","","","","html-keyboard-response","34","2.0.0","2005055","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","14","","","","","",""
"","","","","","","","","","","","html-button-response","35","2.0.0","2009085","64dbb43e8bfa212e6da507e5","4","5","4023","","","","","","","","","<img src= ""rock_img/I_Andesite_06.jpg"" style=""width:8cm; height:6.840000000000001cm;""><p>What type of rock is this?</p>","1","class_response","0","test","15","Basalt","Andesite","06","false","2","1"
"","","","","","","","","","","","html-keyboard-response","36","2.0.0","2009597","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","15","","","","","",""
"","","","","","","","","","","","html-button-response","37","2.0.0","2014094","64dbb43e8bfa212e6da507e5","4","5","4489","","","","","","","","","<img src= ""rock_img/I_Gabbro_15.jpg"" style=""width:8cm; height:6.29cm;""><p>What type of rock is this?</p>","4","class_response","0","test","16","Obsidian","Gabbro","15","false","5","4"
"","","","","","","","","","","","html-keyboard-response","38","2.0.0","2014603","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","16","","","","","",""
"","","","","","","","","","","","html-button-response","39","2.0.0","2019676","64dbb43e8bfa212e6da507e5","4","5","5064","","","","","","","","","<img src= ""rock_img/I_Obsidian_09.jpg"" style=""width:8cm; height:5cm;""><p>What type of rock is this?</p>","5","class_response","0","test","17","Pegmatite","Obsidian","09","false","6","5"
"","","","","","","","","","","","html-keyboard-response","40","2.0.0","2020189","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","17","","","","","",""
"","","","","","","","","","","","html-button-response","41","2.0.0","2030881","64dbb43e8bfa212e6da507e5","4","5","10685","","","","","","","","","<img src= ""rock_img/I_Diorite_12.jpg"" style=""width:8cm; height:4.88cm;""><p>What type of rock is this?</p>","7","class_response","0","test","18","Pumice","Diorite","12","false","8","3"
"","","","","","","","","","","","html-keyboard-response","42","2.0.0","2031385","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","18","","","","","",""
"","","","","","","","","","","","html-button-response","43","2.0.0","2042940","64dbb43e8bfa212e6da507e5","4","5","11548","","","","","","","","","<img src= ""rock_img/I_Pegmatite_16.jpg"" style=""width:8cm; height:5.8cm;""><p>What type of rock is this?</p>","7","class_response","0","test","19","Pumice","Pegmatite","16","false","8","6"
"","","","","","","","","","","","html-keyboard-response","44","2.0.0","2043449","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","19","","","","","",""
"","","","","","","","","","","","html-button-response","45","2.0.0","2608885","64dbb43e8bfa212e6da507e5","4","5","565429","","","","","","","","","<img src= ""rock_img/I_Gabbro_01.jpg"" style=""width:8cm; height:5.21cm;""><p>What type of rock is this?</p>","1","class_response","0","test","20","Basalt","Gabbro","01","false","2","4"
"","","","","","","","","","","","html-keyboard-response","46","2.0.0","2609388","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","20","","","","","",""
"","","","","","","","","","","","html-button-response","47","2.0.0","2612817","64dbb43e8bfa212e6da507e5","4","5","3421","","","","","","","","","<img src= ""rock_img/I_Pumice_10.jpg"" style=""width:8cm; height:7.609999999999999cm;""><p>What type of rock is this?</p>","7","class_response","0","test","21","Pumice","Pumice","10","true","8","8"
"","","","","","","","","","","","html-keyboard-response","48","2.0.0","2613326","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","21","","","","","",""
"","","","","","","","","","","","html-button-response","49","2.0.0","2622132","64dbb43e8bfa212e6da507e5","4","5","8799","","","","","","","","","<img src= ""rock_img/I_Peridotite_15.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","4","class_response","0","test","22","Obsidian","Peridotite","15","false","5","7"
"","","","","","","","","","","","html-keyboard-response","50","2.0.0","2622637","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","22","","","","","",""
"","","","","","","","","","","","html-button-response","51","2.0.0","2709727","64dbb43e8bfa212e6da507e5","4","5","87081","","","","","","","","","<img src= ""rock_img/I_Basalt_02.jpg"" style=""width:8cm; height:6.45cm;""><p>What type of rock is this?</p>","5","class_response","0","test","23","Pegmatite","Basalt","02","false","6","2"
"","","","","","","","","","","","html-keyboard-response","52","2.0.0","2710235","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","23","","","","","",""
"","","","","","","","","","","","html-button-response","53","2.0.0","2714323","64dbb43e8bfa212e6da507e5","4","5","4081","","","","","","","","","<img src= ""rock_img/I_Diorite_09.jpg"" style=""width:8cm; height:5.27cm;""><p>What type of rock is this?</p>","6","class_response","0","test","24","Peridotite","Diorite","09","false","7","3"
"","","","","","","","","","","","html-keyboard-response","54","2.0.0","2714831","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","24","","","","","",""
"","","","","","","","","","","","html-button-response","55","2.0.0","2717248","64dbb43e8bfa212e6da507e5","4","5","2408","","","","","","","","","<img src= ""rock_img/I_Obsidian_10.jpg"" style=""width:8cm; height:6.260000000000001cm;""><p>What type of rock is this?</p>","5","class_response","0","test","25","Pegmatite","Obsidian","10","false","6","5"
"","","","","","","","","","","","html-keyboard-response","56","2.0.0","2717763","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","25","","","","","",""
"","","","","","","","","","","","html-button-response","57","2.0.0","2720855","64dbb43e8bfa212e6da507e5","4","5","3085","","","","","","","","","<img src= ""rock_img/I_Andesite_03.jpg"" style=""width:8cm; height:5.73cm;""><p>What type of rock is this?</p>","1","class_response","0","test","26","Basalt","Andesite","03","false","2","1"
"","","","","","","","","","","","html-keyboard-response","58","2.0.0","2721362","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","26","","","","","",""
"","","","","","","","","","","","html-button-response","59","2.0.0","2724944","64dbb43e8bfa212e6da507e5","4","5","3571","","","","","","","","","<img src= ""rock_img/I_Peridotite_07.jpg"" style=""width:8cm; height:4.83cm;""><p>What type of rock is this?</p>","2","class_response","0","test","27","Diorite","Peridotite","07","false","3","7"
"","","","","","","","","","","","html-keyboard-response","60","2.0.0","2725461","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","27","","","","","",""
"","","","","","","","","","","","html-button-response","61","2.0.0","2727569","64dbb43e8bfa212e6da507e5","4","5","2102","","","","","","","","","<img src= ""rock_img/I_Obsidian_05.jpg"" style=""width:8cm; height:6.33cm;""><p>What type of rock is this?</p>","5","class_response","0","test","28","Pegmatite","Obsidian","05","false","6","5"
"","","","","","","","","","","","html-keyboard-response","62","2.0.0","2728078","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","28","","","","","",""
"","","","","","","","","","","","html-button-response","63","2.0.0","2742467","64dbb43e8bfa212e6da507e5","4","5","14381","","","","","","","","","<img src= ""rock_img/I_Gabbro_05.jpg"" style=""width:8cm; height:6cm;""><p>What type of rock is this?</p>","6","class_response","0","test","29","Peridotite","Gabbro","05","false","7","4"
"","","","","","","","","","","","html-keyboard-response","64","2.0.0","2742976","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","29","","","","","",""
"","","","","","","","","","","","html-button-response","65","2.0.0","2748687","64dbb43e8bfa212e6da507e5","4","5","5702","","","","","","","","","<img src= ""rock_img/I_Gabbro_03.jpg"" style=""width:8cm; height:8.52cm;""><p>What type of rock is this?</p>","4","class_response","0","test","30","Obsidian","Gabbro","03","false","5","4"
"","","","","","","","","","","","html-keyboard-response","66","2.0.0","2749205","64dbb43e8bfa212e6da507e5","4","5","null","","","","","","","","","<p style='font-size: 30px;'><strong>Okay</strong></p>","null","neutral_feedback","0","test","30","","","","","",""
