participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,test_trials.order
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,1,0.052671274,-0.015316208,1,0,0,4.3163,rock_grid_rect_2,5,04,-1,-1,4.316,-0.327405373,-0.3908693,1,0,0,4.9367,Obsidian_rect,5,4.937,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,2,0.00538365,0.0085754,1,0,0,3.2868,rock_grid_rect_2,6,11,-1,-1,3.287,0.354797681,-0.397321939,1,0,0,49.0723,Pumice_rect,8,49.072,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,3,-0.044653813,-0.016091625,1,0,0,3.7301,rock_grid_rect_2,1,06,-1,-1,3.73,-0.088438114,-0.264444272,1,0,0,10.4297,Basalt_rect,2,10.43,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,4,-0.008634329,-0.006733457,1,0,0,1.1897,rock_grid_rect_2,3,06,-1,-1,1.19,-0.367412885,-0.236912568,1,0,0,2.2412,Andesite_rect,1,2.241,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,5,0.04033486,0.009865244,1,0,0,1.7707,rock_grid_rect_2,7,04,-1,-1,1.771,-0.315499862,-0.258383195,1,0,0,4.7353,Andesite_rect,1,4.735,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,6,0.051199675,-0.008029183,1,0,0,1.2175,rock_grid_rect_2,5,06,-1,-1,1.217,0.131473541,-0.250530322,1,0,0,3.6751,Diorite_rect,3,3.675,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,7,-0.003087282,-0.011782447,1,0,0,1.814,rock_grid_rect_2,1,05,-1,-1,1.814,0.358230829,-0.410867294,1,0,0,2.0864,Pumice_rect,8,2.086,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,8,0.003786405,0.004384756,1,0,0,2.0795,rock_grid_rect_2,2,02,-1,-1,2.079,0.348929087,-0.410777728,1,0,0,3.3354,Pumice_rect,8,3.335,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,9,0.077947537,-0.001869639,1,0,0,1.0533,rock_grid_rect_2,8,02,-1,-1,1.053,0.331571579,-0.410069625,1,0,0,3.0551,Pumice_rect,8,3.055,1,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,10,0.03546826,-0.018991113,1,0,0,0.8885,rock_grid_rect_2,2,01,-1,-1,0.888,-0.34072566,-0.24323082,1,0,0,4.3927,Andesite_rect,1,4.393,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,11,0.095611811,0.011351307,1,0,0,1.421,rock_grid_rect_2,4,12,-1,-1,1.421,-0.069259405,-0.246363719,1,0,0,2.2687,Basalt_rect,2,2.269,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,12,-0.003013611,-0.021249135,1,0,0,1.4525,rock_grid_rect_2,3,12,-1,-1,1.453,-0.381950339,-0.235314369,1,0,0,4.7842,Andesite_rect,1,4.784,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,13,0.117411375,0.004223545,1,0,0,1.4013,rock_grid_rect_2,6,13,-1,-1,1.401,0.215786457,-0.38609314,1,0,0,1.809,Peridotite_rect,7,1.809,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,14,-0.090138038,0.005263448,1,0,0,1.4048,rock_grid_rect_2,8,15,-1,-1,1.405,-0.078461568,-0.233255227,1,0,0,0.7915,Basalt_rect,2,0.791,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,15,-0.036527713,-0.012387753,1,0,0,1.9444,rock_grid_rect_2,7,06,-1,-1,1.944,0.192322731,-0.243379116,1,0,0,1.5214,Diorite_rect,3,1.521,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,1,16,0.072162231,-0.013158083,1,0,0,1.667,rock_grid_rect_2,4,01,-1,-1,1.667,-0.09404405,-0.248124679,1,0,0,1.4945,Basalt_rect,2,1.494,0,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,1,,,,,,,,2,08,,,,,,,,,,,2,18.181,1,,,,,,-0.099303643,-0.256474495,1,0,0,18.181,Basalt_rect,0,0,0,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,2,,,,,,,,3,11,,,,,,,,,,,3,22.898,1,,,,,,0.184916099,-0.246066014,1,0,0,22.8979,Diorite_rect,1,0,1,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,3,,,,,,,,3,15,,,,,,,,,,,3,9.699,1,,,,,,0.163829962,-0.251324256,1,0,0,9.6986,Diorite_rect,2,0,2,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,4,,,,,,,,4,05,,,,,,,,,,,1,24.434,0,,,,,,-0.418182214,-0.235723813,1,0,0,24.4336,Andesite_rect,3,0,3,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,5,,,,,,,,6,05,,,,,,,,,,,6,22.847,1,,,,,,-0.144655466,-0.413533847,1,0,0,22.8467,Pegmatite_rect,4,0,4,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,6,,,,,,,,7,02,,,,,,,,,,,7,4.082,1,,,,,,0.153307994,-0.408296188,1,0,0,4.0823,Peridotite_rect,5,0,5,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,7,,,,,,,,1,14,,,,,,,,,,,4,9.431,0,,,,,,0.401564519,-0.249898275,1,0,0,9.4313,Gabbro_rect,6,0,6,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,8,,,,,,,,7,07,,,,,,,,,,,1,20.138,0,,,,,,-0.395522952,-0.242408435,1,0,0,20.1378,Andesite_rect,7,0,7,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,9,,,,,,,,6,10,,,,,,,,,,,6,40.455,1,,,,,,-0.106918653,-0.394947688,1,0,0,40.4549,Pegmatite_rect,8,0,8,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,10,,,,,,,,8,04,,,,,,,,,,,8,4.54,1,,,,,,0.37265412,-0.401898702,1,0,0,4.5397,Pumice_rect,9,0,9,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,11,,,,,,,,8,08,,,,,,,,,,,8,2.492,1,,,,,,0.420748075,-0.384913445,1,0,0,2.4923,Pumice_rect,10,0,10,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,12,,,,,,,,5,16,,,,,,,,,,,5,3.026,1,,,,,,-0.371077458,-0.413614829,1,0,0,3.0262,Obsidian_rect,11,0,11,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,13,,,,,,,,5,07,,,,,,,,,,,5,10.694,1,,,,,,-0.383902589,-0.416139205,1,0,0,10.6939,Obsidian_rect,12,0,12,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,14,,,,,,,,4,16,,,,,,,,,,,7,27.151,0,,,,,,0.065754493,-0.39406991,1,0,0,27.1506,Peridotite_rect,13,0,13,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,15,,,,,,,,1,16,,,,,,,,,,,4,13.421,0,,,,,,0.341012716,-0.270539522,1,0,0,13.4213,Gabbro_rect,14,0,14,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,1,2,16,,,,,,,,2,04,,,,,,,,,,,2,4.086,1,,,,,,-0.160772483,-0.254159053,1,0,0,4.0856,Basalt_rect,15,0,15,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,1,0.082965851,0.002975821,1,0,0,2.8513,rock_grid_rect_2,3,07,-1,-1,2.851,0.155061245,-0.235391855,1,0,0,47.716,Diorite_rect,3,47.716,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,2,0.059135755,-0.004302859,1,0,0,1.8018,rock_grid_rect_2,5,14,-1,-1,1.802,-0.374052087,-0.420191844,1,0,0,4.5518,Obsidian_rect,5,4.552,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,3,-0.021527131,-0.02142938,1,0,0,1.1178,rock_grid_rect_2,4,09,-1,-1,1.118,0.35558931,-0.251544714,1,0,0,30.3986,Gabbro_rect,4,30.399,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,4,0.050846895,-0.000195781,1,0,0,1.0048,rock_grid_rect_2,7,13,-1,-1,1.005,-0.204260588,-0.266398509,1,0,0,19.2737,Basalt_rect,2,19.274,0,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,5,0.044715722,-0.001583536,1,0,0,1.3243,rock_grid_rect_2,6,06,-1,-1,1.324,-0.114020109,-0.414646467,1,0,0,90.6623,Pegmatite_rect,6,90.662,1,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,6,-0.054130395,-0.01247561,1,0,0,1.6847,rock_grid_rect_2,5,02,-1,-1,1.685,-0.405858596,-0.415515979,1,0,0,2.2432,Obsidian_rect,5,2.243,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,7,-0.041938146,-0.007292986,1,0,0,1.3034,rock_grid_rect_2,3,02,-1,-1,1.303,0.085335732,-0.247298559,1,0,0,16.3494,Diorite_rect,3,16.349,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,8,0.036628803,-0.016461651,1,0,0,2.0689,rock_grid_rect_2,2,11,-1,-1,2.069,0.365281264,-0.404153188,1,0,0,16.6923,Pumice_rect,8,16.692,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,9,-0.120829105,0.000818292,1,0,0,2.7337,rock_grid_rect_2,4,08,-1,-1,2.734,-0.095745007,-0.231921355,1,0,0,9.2813,Basalt_rect,2,9.281,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,10,0.132590612,-0.014695048,1,0,0,1.1368,rock_grid_rect_2,1,11,-1,-1,1.137,-0.411159039,-0.258653402,1,0,0,16.2634,Andesite_rect,1,16.263,1,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,11,-0.120951335,-0.016370972,1,0,0,1.5124,rock_grid_rect_2,8,13,-1,-1,1.512,0.374671539,-0.395193974,1,0,0,5.5488,Pumice_rect,8,5.549,1,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,12,-0.000863791,-0.002029578,1,0,0,1.2696,rock_grid_rect_2,6,07,-1,-1,1.27,-0.087961515,-0.39213419,1,0,0,5.1131,Pegmatite_rect,6,5.113,1,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,13,0.071198702,-0.007804275,1,0,0,1.2694,rock_grid_rect_2,2,14,-1,-1,1.269,0.364457607,-0.403933764,1,0,0,29.2524,Pumice_rect,8,29.252,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,14,0.000959635,0.009284933,1,0,0,1.4205,rock_grid_rect_2,1,04,-1,-1,1.42,0.380754312,-0.253898541,1,0,0,93.8905,Gabbro_rect,4,93.89,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,15,-0.015149117,0.000766357,1,0,0,1.5852,rock_grid_rect_2,7,12,-1,-1,1.585,0.085959514,-0.38951985,1,0,0,18.3228,Peridotite_rect,7,18.323,1,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,1,16,0.000947158,-0.009352883,1,0,0,1.7524,rock_grid_rect_2,8,09,-1,-1,1.752,0.428616206,-0.419252316,1,0,0,2.7863,Pumice_rect,8,2.786,1,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,1,,,,,,,,8,16,,,,,,,,,,,8,6.145,1,,,,,,0.345448097,-0.407406807,1,0,0,6.1451,Pumice_rect,0,0,0,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,2,,,,,,,,1,07,,,,,,,,,,,4,8.031,0,,,,,,0.383299907,-0.246537526,1,0,0,8.0309,Gabbro_rect,1,0,1,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,3,,,,,,,,2,12,,,,,,,,,,,2,6.58,1,,,,,,-0.118735631,-0.25858593,1,0,0,6.5796,Basalt_rect,2,0,2,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,4,,,,,,,,6,16,,,,,,,,,,,6,8.251,1,,,,,,-0.107786258,-0.390803893,1,0,0,8.2513,Pegmatite_rect,3,0,3,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,5,,,,,,,,5,05,,,,,,,,,,,5,4.866,1,,,,,,-0.452565193,-0.394729535,1,0,0,4.8664,Obsidian_rect,4,0,4,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,6,,,,,,,,5,09,,,,,,,,,,,5,1.839,1,,,,,,-0.452565193,-0.394729535,1,0,0,1.8386,Obsidian_rect,5,0,5,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,7,,,,,,,,2,16,,,,,,,,,,,2,32.155,1,,,,,,-0.153446277,-0.238656362,1,0,0,32.1548,Basalt_rect,6,0,6,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,8,,,,,,,,4,03,,,,,,,,,,,4,114.064,1,,,,,,0.472868919,-0.263914744,1,0,0,114.0639,Gabbro_rect,7,0,7,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,9,,,,,,,,6,03,,,,,,,,,,,7,10.678,0,,,,,,0.124648571,-0.393503904,1,0,0,10.6783,Peridotite_rect,8,0,8,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,10,,,,,,,,7,14,,,,,,,,,,,3,10.075,0,,,,,,0.108142296,-0.2384154,1,0,0,10.0749,Diorite_rect,9,0,9,0,1,,,,,,,,
65c10d42d5c2debb4d480be6,TCN,2024-06-11_12h55.10.941,LearnStrategy,2023.2.3,Linux x86_64,20.01881769,2,2,11,,,,,,,,4,15,,,,,,,,,,,1,5.976,0,,,,,,-0.379468918,-0.236701409,1,0,0,5.9765,Andesite_rect,10,0,10,0,1,,,,,,,,
