participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_rec,token_rec,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,test_trials.order
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,10,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,10,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,16,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,09,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,15,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,08,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,03,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,15,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,01,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,15,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,05,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,02,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,02,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,08,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,09,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,01,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,06,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,12,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,08,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,12,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,02,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,07,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,06,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,02,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,05,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,14,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,14,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,10,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,14,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,04,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,06,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,13,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,05,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,09,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,08,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,04,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,09,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,07,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,05,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,05,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,16,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,02,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,10,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,10,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,16,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,09,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,15,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,08,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,03,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,7,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,15,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,01,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,15,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,8,05,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,02,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,02,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,2,08,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,09,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,01,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,3,06,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,6,12,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,4,08,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,5,12,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15
65d306f8b16eb5011ccb2025,SCR,2024-06-25_11h23.20.732,LearnStrategy,2023.2.3,Win32,58.47953216,,,,,,,,,,,1,02,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,2,0,2,0,1,8,15