participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse.x,learn_mouse.y,learn_mouse.leftButton,learn_mouse.midButton,learn_mouse.rightButton,learn_mouse.time,learn_mouse.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,train_trials.order,SC_cond_filter.thisRepN,SC_cond_filter.thisTrialN,SC_cond_filter.thisN,SC_cond_filter.thisIndex,SC_cond_filter.ran,SC_cond_filter.order
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,1,13,-0.07421875,-0.0703125,1,0,0,0.8865,Pumice_05,8,05,3,4,0.887,0.317708333,-0.408854167,1,0,0,5.7382,Pumice_rect,8,5.738,1,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,1,14,-0.23828125,-0.100260417,1,0,0,0.9326,Pegmatite_12,6,12,3,3,0.933,-0.126302083,-0.39453125,1,0,0,0.8609,Pegmatite_rect,6,0.861,1,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,1,15,-0.217447917,0.114583333,1,0,0,1.5564,Andesite_11,1,11,4,3,1.556,-0.083333333,-0.236979167,1,0,0,1.9618,Basalt_rect,2,1.962,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,1,16,0.268229167,-0.078125,1,0,0,1.2878,Basalt_02,2,02,3,6,1.288,-0.122395833,-0.244791667,1,0,0,1.3502,Basalt_rect,2,1.35,1,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,1,,,,,,,,4,05,,,,,,,,,,,3,4.558,0,,,,,,0.104166667,-0.239583333,1,0,0,4.5584,Diorite_rect,0,0,0,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,2,,,,,,,,8,08,,,,,,,,,,,8,1.375,1,,,,,,0.328125,-0.403645833,1,0,0,1.3749,Pumice_rect,1,0,1,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,3,,,,,,,,6,06,,,,,,,,,,,8,4.981,0,,,,,,0.380208333,-0.3828125,1,0,0,4.981,Pumice_rect,2,0,2,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,4,,,,,,,,7,14,,,,,,,,,,,1,1.917,0,,,,,,-0.388020833,-0.256510417,1,0,0,1.9173,Andesite_rect,3,0,3,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,5,,,,,,,,3,02,,,,,,,,,,,6,1.045,0,,,,,,-0.076822917,-0.399739583,1,0,0,1.0449,Pegmatite_rect,4,0,4,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,6,,,,,,,,7,02,,,,,,,,,,,7,1.377,1,,,,,,0.07421875,-0.393229167,1,0,0,1.3765,Peridotite_rect,5,0,5,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,7,,,,,,,,8,16,,,,,,,,,,,8,2.361,1,,,,,,0.427083333,-0.399739583,1,0,0,2.3608,Pumice_rect,6,0,6,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,8,,,,,,,,2,08,,,,,,,,,,,2,1.89,1,,,,,,-0.143229167,-0.2421875,1,0,0,1.8903,Basalt_rect,7,0,7,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,9,,,,,,,,1,04,,,,,,,,,,,3,2.661,0,,,,,,0.126302083,-0.26953125,1,0,0,2.6607,Diorite_rect,8,0,8,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,10,,,,,,,,6,05,,,,,,,,,,,3,1.579,0,,,,,,0.126302083,-0.268229167,1,0,0,1.5791,Diorite_rect,9,0,9,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,11,,,,,,,,3,12,,,,,,,,,,,6,1.258,0,,,,,,-0.053385417,-0.404947917,1,0,0,1.2579,Pegmatite_rect,10,0,10,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,12,,,,,,,,5,02,,,,,,,,,,,5,0.95,1,,,,,,-0.451822917,-0.412760417,1,0,0,0.9502,Obsidian_rect,11,0,11,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,13,,,,,,,,5,06,,,,,,,,,,,5,0.618,1,,,,,,-0.454427083,-0.412760417,1,0,0,0.6183,Obsidian_rect,12,0,12,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,14,,,,,,,,4,14,,,,,,,,,,,7,2.061,0,,,,,,0.118489583,-0.419270833,1,0,0,2.061,Peridotite_rect,13,0,13,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,15,,,,,,,,1,05,,,,,,,,,,,3,1.078,0,,,,,,0.049479167,-0.234375,1,0,0,1.0785,Diorite_rect,14,0,14,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,2,2,16,,,,,,,,2,10,,,,,,,,,,,2,1.658,1,,,,,,-0.14453125,-0.234375,1,0,0,1.6579,Basalt_rect,15,0,15,0,1,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,1,0.0625,-0.106770833,1,0,0,0.4508,Diorite_16,3,16,3,5,0.451,0.076822917,-0.239583333,1,0,0,0.6347,Diorite_rect,3,0.635,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,2,0.057291667,-0.106770833,1,0,0,0.4839,Diorite_16,3,16,3,5,0.484,0.036458333,-0.233072917,1,0,0,0.4493,Diorite_rect,3,0.449,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,3,-0.09765625,-0.067708333,1,0,0,0.766,Pumice_05,8,05,3,4,0.766,-0.178385417,-0.240885417,1,0,0,0.6634,Basalt_rect,2,0.663,0,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,4,-0.05859375,-0.1015625,1,0,0,0.5684,Pumice_05,8,05,3,4,0.568,0.299479167,-0.37890625,1,0,0,1.3049,Pumice_rect,8,1.305,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,5,0.23828125,-0.145833333,1,0,0,1.4979,Basalt_02,2,02,3,6,1.498,0.365885417,-0.41015625,1,0,0,2.3181,Pumice_rect,8,2.318,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,6,0.05859375,-0.100260417,1,0,0,0.5499,Diorite_16,3,16,3,5,0.55,0.190104167,-0.39453125,1,0,0,1.0024,Peridotite_rect,7,1.002,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,7,0.24609375,-0.127604167,1,0,0,0.8032,Basalt_02,2,02,3,6,0.803,-0.119791667,-0.229166667,1,0,0,0.8288,Basalt_rect,2,0.829,1,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,8,0.381510417,-0.1015625,1,0,0,0.8695,Andesite_03,1,03,3,7,0.87,0.098958333,-0.252604167,1,0,0,1.0619,Diorite_rect,3,1.062,0,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,9,0.37890625,0.078125,1,0,0,1.8402,Gabbro_11,4,11,4,7,1.84,0.147135417,-0.260416667,1,0,0,1.0394,Diorite_rect,3,1.039,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,10,0.260416667,0.26953125,1,0,0,1.6163,Basalt_01,2,01,5,6,1.616,-0.46875,-0.244791667,1,0,0,1.371,Andesite_rect,1,1.371,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,3,1,11,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,8,10,1,1,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,1,10,1,2,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,4,10,1,3,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,5,16,1,4,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,8,04,1,5,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,5,08,1,6,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,7,12,1,7,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,1,16,1,8,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,8,02,2,1,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,5,11,2,2,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,3,15,2,3,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,1,14,2,4,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,7,06,2,5,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,3,11,2,6,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,2,05,2,7,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,4,03,2,8,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,6,11,3,1,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,2,09,3,2,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,6,12,3,3,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,8,05,3,4,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,3,16,3,5,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,2,02,3,6,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,1,03,3,7,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,6,07,3,8,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,7,04,4,1,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,8,09,4,2,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
66437fc81d7c8bf0cc3ed9ff,SCN,2024-06-25_18h03.36.420,LearnStrategy,2023.2.3,Win32,59.17159763,,,,,,,,,,,1,11,4,3,,,,,,,,,,,,10,0,10,0,1,,,,,,,,,,,,,,2,0,2,0,1,8,15,0,0,0,0,1,0
