participant,condition,date,expName,psychopyVersion,OS,frameRate,block,phase,trial,learn_mouse_2.x,learn_mouse_2.y,learn_mouse_2.leftButton,learn_mouse_2.midButton,learn_mouse_2.rightButton,learn_mouse_2.time,learn_mouse_2.clicked_name,cat,token,row,col,t_select,cat_mouse_l.x,cat_mouse_l.y,cat_mouse_l.leftButton,cat_mouse_l.midButton,cat_mouse_l.rightButton,cat_mouse_l.time,cat_mouse_l.clicked_name,resp,t_resp,corr,train_trials.thisRepN,train_trials.thisTrialN,train_trials.thisN,train_trials.thisIndex,train_trials.ran,cat_mouse_t.x,cat_mouse_t.y,cat_mouse_t.leftButton,cat_mouse_t.midButton,cat_mouse_t.rightButton,cat_mouse_t.time,cat_mouse_t.clicked_name,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,Bonus,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,blocks.order,train_trials.order
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,1,-0.043518519,-0.006481481,1,0,0,1.81,rock_grid_rect_2,5,02,-1,-1,1.81,-0.349074074,-0.398148148,1,0,0,4.7043,Obsidian_rect,5,4.704,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,2,-0.003703704,-0.016666667,1,0,0,0.8122,rock_grid_rect_2,2,08,-1,-1,0.812,-0.12037037,-0.262962963,1,0,0,10.8917,Basalt_rect,2,10.892,1,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,3,0.00462963,-0.011111111,1,0,0,1.0068,rock_grid_rect_2,5,08,-1,-1,1.007,-0.375,-0.387962963,1,0,0,5.3921,Obsidian_rect,5,5.392,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,4,-0.012037037,-0.010185185,1,0,0,1.3268,rock_grid_rect_2,2,11,-1,-1,1.327,-0.046296296,-0.259259259,1,0,0,6.3655,Basalt_rect,2,6.366,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,5,0.027777778,-0.00462963,1,0,0,0.7567,rock_grid_rect_2,7,08,-1,-1,0.757,-0.353703704,-0.262962963,1,0,0,9.9242,Andesite_rect,1,9.924,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,6,-0.078703704,-0.009259259,1,0,0,0.7357,rock_grid_rect_2,8,02,-1,-1,0.736,0.344444444,-0.380555556,1,0,0,1.645,Pumice_rect,8,1.645,1,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,7,-0.005555556,0.00462963,1,0,0,1.0209,rock_grid_rect_2,4,15,-1,-1,1.021,0.149074074,-0.240740741,1,0,0,10.807,Diorite_rect,3,10.807,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,8,0.025,-0.007407407,1,0,0,0.6316,rock_grid_rect_2,8,06,-1,-1,0.632,0.321296296,-0.387037037,1,0,0,1.8351,Pumice_rect,8,1.835,1,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,9,-0.011111111,-0.012037037,1,0,0,0.7703,rock_grid_rect_2,6,07,-1,-1,0.77,-0.365740741,-0.410185185,1,0,0,1.9461,Obsidian_rect,5,1.946,0,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,10,0.014814815,-0.003703704,1,0,0,0.7106,rock_grid_rect_2,7,06,-1,-1,0.711,-0.080555556,-0.409259259,1,0,0,5.0405,Pegmatite_rect,6,5.041,0,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,11,-0.025925926,0.003703704,1,0,0,0.7569,rock_grid_rect_2,4,12,-1,-1,0.757,-0.103703704,-0.238888889,1,0,0,9.8757,Basalt_rect,2,9.876,0,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,12,0.025,-0.007407407,1,0,0,1.0973,rock_grid_rect_2,1,02,-1,-1,1.097,0.135185185,-0.394444444,1,0,0,3.8072,Peridotite_rect,7,3.807,0,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,13,0.027777778,-0.001851852,1,0,0,0.7011,rock_grid_rect_2,3,12,-1,-1,0.701,-0.176851852,-0.252777778,1,0,0,4.5512,Basalt_rect,2,4.551,0,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,14,0.019444444,-0.012037037,1,0,0,0.7914,rock_grid_rect_2,3,08,-1,-1,0.791,-0.1,-0.411111111,1,0,0,2.1945,Pegmatite_rect,6,2.195,0,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,15,0.038888889,-0.012037037,1,0,0,0.652,rock_grid_rect_2,6,10,-1,-1,0.652,0.105555556,-0.405555556,1,0,0,2.4306,Peridotite_rect,7,2.431,0,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,1,16,0.02037037,-0.012962963,1,0,0,0.8611,rock_grid_rect_2,1,16,-1,-1,0.861,0.113888889,-0.4,1,0,0,22.5762,Peridotite_rect,7,22.576,0,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,1,,,,,,,,3,07,,,,,,,,,,,6,14.859,0,,,,,,-0.110185185,-0.40462963,1,0,0,14.859,Pegmatite_rect,0,0,0,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,2,,,,,,,,5,10,,,,,,,,,,,5,1.144,1,,,,,,-0.352777778,-0.413888889,1,0,0,1.1445,Obsidian_rect,1,0,1,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,3,,,,,,,,4,09,,,,,,,,,,,1,27.734,0,,,,,,-0.437962963,-0.261111111,1,0,0,27.734,Andesite_rect,2,0,2,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,4,,,,,,,,8,09,,,,,,,,,,,8,1.138,1,,,,,,0.414814815,-0.394444444,1,0,0,1.1377,Pumice_rect,3,0,3,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,5,,,,,,,,5,05,,,,,,,,,,,5,1.499,1,,,,,,-0.394444444,-0.408333333,1,0,0,1.4989,Obsidian_rect,4,0,4,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,6,,,,,,,,2,02,,,,,,,,,,,4,11.974,0,,,,,,0.383333333,-0.25,1,0,0,11.9742,Gabbro_rect,5,0,5,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,7,,,,,,,,7,10,,,,,,,,,,,7,1.561,1,,,,,,0.106481481,-0.407407407,1,0,0,1.5609,Peridotite_rect,6,0,6,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,8,,,,,,,,6,11,,,,,,,,,,,6,1.176,1,,,,,,-0.113888889,-0.414814815,1,0,0,1.1756,Pegmatite_rect,7,0,7,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,9,,,,,,,,8,15,,,,,,,,,,,8,1.052,1,,,,,,0.419444444,-0.400925926,1,0,0,1.0521,Pumice_rect,8,0,8,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,10,,,,,,,,7,15,,,,,,,,,,,2,1.378,0,,,,,,-0.106481481,-0.247222222,1,0,0,1.3779,Basalt_rect,9,0,9,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,11,,,,,,,,2,10,,,,,,,,,,,5,1.295,0,,,,,,-0.348148148,-0.391666667,1,0,0,1.2954,Obsidian_rect,10,0,10,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,12,,,,,,,,1,05,,,,,,,,,,,4,1.357,0,,,,,,0.365740741,-0.248148148,1,0,0,1.3572,Gabbro_rect,11,0,11,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,13,,,,,,,,6,09,,,,,,,,,,,1,2.994,0,,,,,,-0.366666667,-0.252777778,1,0,0,2.9936,Andesite_rect,12,0,12,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,14,,,,,,,,1,03,,,,,,,,,,,2,2.25,0,,,,,,-0.094444444,-0.262037037,1,0,0,2.2501,Basalt_rect,13,0,13,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,15,,,,,,,,4,13,,,,,,,,,,,3,1.513,0,,,,,,0.162962963,-0.253703704,1,0,0,1.5126,Diorite_rect,14,0,14,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,1,2,16,,,,,,,,3,13,,,,,,,,,,,4,1.138,0,,,,,,0.392592593,-0.25462963,1,0,0,1.1377,Gabbro_rect,15,0,15,0,1,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,1,-0.037962963,-0.019444444,1,0,0,16.3574,rock_grid_rect_2,6,05,-1,-1,16.357,0.385185185,-0.263888889,1,0,0,7.8463,Gabbro_rect,4,7.846,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,2,-0.041666667,-0.016666667,1,0,0,1.1043,rock_grid_rect_2,3,02,-1,-1,1.104,-0.038888889,-0.410185185,1,0,0,1.5711,Pegmatite_rect,6,1.571,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,3,-0.100925926,-0.024074074,1,0,0,1.6218,rock_grid_rect_2,5,07,-1,-1,1.622,-0.341666667,-0.391666667,1,0,0,0.979,Obsidian_rect,5,0.979,1,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,4,-0.075,0.022222222,1,0,0,0.8475,rock_grid_rect_2,8,05,-1,-1,0.847,0.407407407,-0.389814815,1,0,0,1.0287,Pumice_rect,8,1.029,1,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,5,-0.030555556,-0.012962963,1,0,0,0.7778,rock_grid_rect_2,2,12,-1,-1,0.778,-0.375925926,-0.239814815,1,0,0,16.3211,Andesite_rect,1,16.321,0,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,6,-0.05462963,-0.023148148,1,0,0,0.6043,rock_grid_rect_2,6,12,-1,-1,0.604,0.110185185,-0.402777778,1,0,0,7.3519,Peridotite_rect,7,7.352,0,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,7,0.018518519,0.006481481,1,0,0,0.5762,rock_grid_rect_2,1,07,-1,-1,0.576,0.101851852,-0.398148148,1,0,0,1.1112,Peridotite_rect,7,1.111,0,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,2,1,8,-0.009259259,0.007407407,1,0,0,0.4786,rock_grid_rect_2,5,11,-1,-1,0.479,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,2,14,1,1,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,7,14,1,2,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,5,16,1,3,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,1,16,1,4,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,6,12,1,5,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,6,05,1,6,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,3,02,1,7,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,7,07,1,8,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,4,08,2,1,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,1,10,2,2,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,1,02,2,3,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,7,04,2,4,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,6,06,2,5,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,6,13,2,6,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
664757043cb597943f321d65,TCN,2024-06-11_13h17.39.125,LearnStrategy,2023.2.3,Win32,144.9275362,,,,,,,,,,,2,09,2,7,,,,,,,,,,,,7,0,7,0,1,,,,,,,,,,,,,,1,0,1,0,1,8,15
